BIPA	GRAPHEME	COUNT	SYMBOLS
aːɪ	aːɪ	1	◌a ◌ː ◌ɪ
aːɯ	aːɯ	1	◌a ◌ː ◌ɯ
a˞	a˞	4	◌a ◌˞
a˞ː	a˞ː	1	◌a ◌˞ ◌ː
a˞ˤ	a˞ˤ	1	◌a ◌˞ ◌ˤ
aˤ	aˤ	2	◌a ◌ˤ
aˤː	aˤː	2	◌a ◌ˤ ◌ː
ã	(ã)	1	◌a ◌̃
ã	ã	45	◌a ◌̃
ãĩ	ãĩ	1	◌a ◌̃ ◌i ◌̃
ãi̯	ãj	1	◌a ◌̃ ◌i ◌̯
ãõ	ãõ	1	◌a ◌̃ ◌o ◌̃
ãũ	ãũ	2	◌a ◌̃ ◌u ◌̃
ãu̯	ãw	1	◌a ◌̃ ◌u ◌̯
ãũ̯	ãw̃	1	◌a ◌̃ ◌u ◌̯ ◌̃
ãɛ̃	ãɛ̃	1	◌a ◌̃ ◌ɛ ◌̃
ãɪ̯ː	ãɪ̯ː	1	◌a ◌̃ ◌ɪ ◌̯ ◌ː
ãː	aː̃	1	◌a ◌̃ ◌ː
ãː	ãː	19	◌a ◌̃ ◌ː
ä	ä	73	◌a ◌̈
ä	ä̠	4	◌a ◌̈
ä	ä	4	◌a ◌̈
äi̯	äi̯	3	◌a ◌̈ ◌i ◌̯
äu̯	äu̯	5	◌a ◌̈ ◌u ◌̯
äː	äː	39	◌a ◌̈ ◌ː
äː	äː	5	◌a ◌̈ ◌ː
a̟	a̟	2	◌a ◌̟
a̠	a̠	4	◌a ◌̠
a̠ː	a̠ː	4	◌a ◌̠ ◌ː
a̤	a̤	5	◌a ◌̤
a̤ː	a̤ː	2	◌a ◌̤ ◌ː
ã̤	ã̤	1	◌a ◌̤ ◌̃
ã̤ː	ã̤ː	1	◌a ◌̤ ◌̃ ◌ː
ä̤	ä̤	1	◌a ◌̤ ◌̈
a̰	a̰	5	◌a ◌̰
a̰ɪ̰	a̰ɪ̰	1	◌a ◌̰ ◌ɪ ◌̰
a̰ɯ̰	a̰ɯ̰	1	◌a ◌̰ ◌ɯ ◌̰
b	b	358	◌b
bʰ	bʰ	26	◌b ◌ʰ
bʱ	bʱ	5	◌b ◌ʱ
bʱ	b̤ʱ	3	◌b ◌ʱ
bʲ	(bʲ)	1	◌b ◌ʲ
bʲ	bʲ	23	◌b ◌ʲ
bʲː	bʲː	1	◌b ◌ʲ ◌ː
bː	bː	3	◌b ◌ː
bˠ	bˠ	2	◌b ◌ˠ
bˤ	bˤ	3	◌b ◌ˤ
b̥	b̥	17	◌b ◌̥
b̥ː	b̥ː	1	◌b ◌̥ ◌ː
c	c	111	◌c
cç	cç	5	◌c ◌c ◌̧
cçʰ	cçʰ	2	◌c ◌c ◌̧ ◌ʰ
cçː	cçː	2	◌c ◌c ◌̧ ◌ː
cʰ	cʰ	44	◌c ◌ʰ
cʰː	cːʰ	1	◌c ◌ʰ ◌ː
cʼ	cʼ	5	◌c ◌ʼ
c̟	c̟	5	◌c ◌̟
ç	ç	29	◌c ◌̧
çʰ	çʰ	1	◌c ◌̧ ◌ʰ
çː	çː	3	◌c ◌̧ ◌ː
ç̟	ç̟	2	◌c ◌̧ ◌̟
d	d	217	◌d
dz	dz	110	◌d ◌z
dzʰ	dzʰ	5	◌d ◌z ◌ʰ
dzʱ	dzʱ	1	◌d ◌z ◌ʱ
dzʲ	dzʲ	7	◌d ◌z ◌ʲ
dzː	dzː	1	◌d ◌z ◌ː
dz̥	d̥z̥	2	◌d ◌z ◌̥
dz̥ʲ	d̥z̥ʲ	1	◌d ◌z ◌̥ ◌ʲ
dz̪	(dz̪)	1	◌d ◌z ◌̪
dz̪	d̪z	1	◌d ◌z ◌̪
dz̪	d̪z̪	14	◌d ◌z ◌̪
dz̪ʲ	d̪z̪ʲ	1	◌d ◌z ◌̪ ◌ʲ
dz̪ʲ	d̪ᶻʲ	1	◌d ◌z ◌̪ ◌ʲ
dz̺	dz̺	3	◌d ◌z ◌̺
dz̺	d̺z̺	1	◌d ◌z ◌̺
dz̺ː	d̺z̺ː	1	◌d ◌z ◌̺ ◌ː
dz̺̥	d̺̥z̺̥	7	◌d ◌z ◌̺ ◌̥
dz̻	dz̻	2	◌d ◌z ◌̻
dð̠	d͇z͇	1	◌d ◌ð ◌̠
dʑ	dʝ	1	◌d ◌ʑ
dʑ	dʑ	65	◌d ◌ʑ
dʑʰ	dʑʰ	2	◌d ◌ʑ ◌ʰ
dʑ̥	d̥ʑ̥	3	◌d ◌ʑ ◌̥
dʑ̻	d̻ʑ̻	1	◌d ◌ʑ ◌̻
dʑ̻ʱ	d̻ʑ̻ʱ	1	◌d ◌ʑ ◌̻ ◌ʱ
dʒ	dʒ	171	◌d ◌ʒ
dʒ	dẑ	1	◌d ◌ʒ
dʒʰ	dʒʰ	7	◌d ◌ʒ ◌ʰ
dʒʱ	dʒʱ	1	◌d ◌ʒ ◌ʱ
dʒʱ	d̤ʒ̤ʱ	3	◌d ◌ʒ ◌ʱ
dʒʲ	dʒʲ	5	◌d ◌ʒ ◌ʲ
dʒʷ	dẑʷ	3	◌d ◌ʒ ◌ʷ
dʒː	dʒː	2	◌d ◌ʒ ◌ː
dʒ̥	d̥ʒ̊	1	◌d ◌ʒ ◌̥
dʒ̥	d̥ʒ̥	7	◌d ◌ʒ ◌̥
dʒ̺	d̺ʒ̺	1	◌d ◌ʒ ◌̺
dʒ̺ʷ	d̺ʒ̺ʷ	1	◌d ◌ʒ ◌̺ ◌ʷ
dʒ̻	dʒ̻	1	◌d ◌ʒ ◌̻
dʒ̻	d̻ʒ̻	1	◌d ◌ʒ ◌̻
dʒ̻ʱ	dʒ̻ʱ	1	◌d ◌ʒ ◌̻ ◌ʱ
dʰ	dʰ	15	◌d ◌ʰ
dʱ	dʱ	1	◌d ◌ʱ
dʲ	(dʲ)	1	◌d ◌ʲ
dʲ	dʲ	22	◌d ◌ʲ
dʷ	dʷ	2	◌d ◌ʷ
dʼ	dʼ	1	◌d ◌ʼ
dː	dː	3	◌d ◌ː
dˤ	dˤ	5	◌d ◌ˤ
d̠	d̠	1	◌d ◌̠
d̠ʰ	d̠ʰ	1	◌d ◌̠ ◌ʰ
d̠ʲ	d̠ʲ	1	◌d ◌̠ ◌ʲ
d̥	d̥	4	◌d ◌̥
d̥ʲ	d̥ʲ	1	◌d ◌̥ ◌ʲ
d̥ː	d̥ː	1	◌d ◌̥ ◌ː
d̪	d̪	123	◌d ◌̪
d̪ʰ	d̪ʰ	11	◌d ◌̪ ◌ʰ
d̪ʱ	d̪ʱ	5	◌d ◌̪ ◌ʱ
d̪ʱ	d̪̤ʱ	1	◌d ◌̪ ◌ʱ
d̪ʲ	d̪ʲ	4	◌d ◌̪ ◌ʲ
d̪ˠ	d̪ˠ	2	◌d ◌̪ ◌ˠ
d̪ˤ	d̪ˤ	2	◌d ◌̪ ◌ˤ
d̪̥	d̪̥	2	◌d ◌̪ ◌̥
d̪̺	d̪̺	1	◌d ◌̪ ◌̺
d̪̻	d̪̻	1	◌d ◌̪ ◌̻
d̺	d̺	9	◌d ◌̺
d̺ʱ	d̺ʱ	1	◌d ◌̺ ◌ʱ
d̺̥	d̺̥	11	◌d ◌̺ ◌̥
d̻	d̻	12	◌d ◌̻
d̻ʱ	d̻̤ʱ	2	◌d ◌̻ ◌ʱ
e	e	237	◌e
ea	ea	4	◌e ◌a
ea̤	ea̤	1	◌e ◌a ◌̤
ei	ei	18	◌e ◌i
ei̯	ei̯	6	◌e ◌i ◌̯
ei̯	ej	5	◌e ◌i ◌̯
eo	eo	1	◌e ◌o
eu	eu	12	◌e ◌u
eu̯	eu̯	2	◌e ◌u ◌̯
eu̯	ew	2	◌e ◌u ◌̯
eɑ	eɑ	1	◌e ◌ɑ
eə	eə	1	◌e ◌ə
eɛ	eɛ	1	◌e ◌ɛ
eɪ	eɪ	4	◌e ◌ɪ
eɪ̃	eɪ̃	2	◌e ◌ɪ ◌̃
eː	eː	116	◌e ◌ː
eːi	eːi	2	◌e ◌ː ◌i
eːi̯	eːi̯	2	◌e ◌ː ◌i ◌̯
eːː	eːː	1	◌e ◌ː ◌ː
eˑ	eˑ	2	◌e ◌ˑ
e˞	e˞	3	◌e ◌˞
ẽ	ẽ	45	◌e ◌̃
ẽi̯	ẽj	1	◌e ◌̃ ◌i ◌̯
ẽɪ̃	ẽɪ̃	1	◌e ◌̃ ◌ɪ ◌̃
ẽː	ẽː	16	◌e ◌̃ ◌ː
ĕ	ĕ	3	◌e ◌̆
e̞	e̞	56	◌e ◌̞
e̞u̯	e̞u̯	1	◌e ◌̞ ◌u ◌̯
e̞ː	(e̞ː)	1	◌e ◌̞ ◌ː
e̞ː	e̞ː	18	◌e ◌̞ ◌ː
ẽ̞	ẽ̞	1	◌e ◌̞ ◌̃
ẽ̞	ẽ̞	4	◌e ◌̞ ◌̃
ẽ̞ː	ẽ̞ː	3	◌e ◌̞ ◌̃ ◌ː
e̞̰	e̞̰	1	◌e ◌̞ ◌̰
e̠	e̠	1	◌e ◌̠
e̤	e̤	6	◌e ◌̤
e̤ː	e̤ː	1	◌e ◌̤ ◌ː
e̯ä	e̯ä	1	◌e ◌̯ ◌a ◌̈
ḛ	ḛ	3	◌e ◌̰
ḛɪ̰	ḛɪ̰	1	◌e ◌̰ ◌ɪ ◌̰
f	f	248	◌f
fʲ	fʲ	17	◌f ◌ʲ
fʲː	fʲː	1	◌f ◌ʲ ◌ː
fʼ	fʼ	4	◌f ◌ʼ
fː	fː	4	◌f ◌ː
fˠ	fˠ	2	◌f ◌ˠ
f̩	f̩	1	◌f ◌̩
g	g	298	◌g
g	ɡ	23	◌g
gʰ	gʰ	25	◌g ◌ʰ
gʱ	gʱ	5	◌g ◌ʱ
gʱ	g̤ʱ	3	◌g ◌ʱ
gʲ	(gʲ)	1	◌g ◌ʲ
gʲ	gʲ	17	◌g ◌ʲ
gʲ	ɡʲ	4	◌g ◌ʲ
gʲː	gʲː	1	◌g ◌ʲ ◌ː
gʷ	gʷ	9	◌g ◌ʷ
gʷ	ɡʷ	3	◌g ◌ʷ
gʷː	gːʷ	1	◌g ◌ʷ ◌ː
gː	gː	3	◌g ◌ː
g̊	g̊	16	◌g ◌̊
g̥ʷ	g̊ʷ	10	◌g ◌̥ ◌ʷ
g̥ː	g̊ː	1	◌g ◌̥ ◌ː
h	h	276	◌h
hʲ	hʲ	4	◌h ◌ʲ
hʷ	hʷ	1	◌h ◌ʷ
hː	hː	1	◌h ◌ː
h̃	h̃	3	◌h ◌̃
i	i	361	◌i
ia	ia	30	◌i ◌a
ie	ie	21	◌i ◌e
iẽ	iẽ	4	◌i ◌e ◌̃
iẽː	iẽː	1	◌i ◌e ◌̃ ◌ː
ie̞	ie̞	2	◌i ◌e ◌̞
io	io	8	◌i ◌o
iu	iu	19	◌i ◌u
iu̯	iu̯	2	◌i ◌u ◌̯
iu̯	iw	1	◌i ◌u ◌̯
iæ	iæ	2	◌i ◌æ
iæ̃	iæ̃	1	◌i ◌æ ◌̃
iø	iø	1	◌i ◌ø
iɐ	iɐ	1	◌i ◌ɐ
iɑ	iɑ	5	◌i ◌ɑ
iɔ	iɔ	5	◌i ◌ɔ
iɘ	iɘ	1	◌i ◌ɘ
iə	iə	10	◌i ◌ə
iə̯	iə̯	1	◌i ◌ə ◌̯
iɛ	iɛ	13	◌i ◌ɛ
iɛː	iɛː	1	◌i ◌ɛ ◌ː
iɛ̃	iɛ̃	2	◌i ◌ɛ ◌̃
iɛ̠	iɛ̠	1	◌i ◌ɛ ◌̠
iɜ	iɜ	1	◌i ◌ɜ
iɪ̯	iɪ̯	2	◌i ◌ɪ ◌̯
iː	(iː)	2	◌i ◌ː
iː	ii	2	◌i ◌ː
iː	iː	179	◌i ◌ː
iːə	iːə	1	◌i ◌ː ◌ə
iːɛ	iːɛ	1	◌i ◌ː ◌ɛ
iːː	iːː	1	◌i ◌ː ◌ː
iˑ	iˑ	2	◌i ◌ˑ
i˞	i˞	2	◌i ◌˞
i˞ˤ	i˞ˤ	1	◌i ◌˞ ◌ˤ
i˞ˤː	i˞ˤː	1	◌i ◌˞ ◌ˤ ◌ː
iˤ	iˤ	2	◌i ◌ˤ
iˤæ	iˤæ	1	◌i ◌ˤ ◌æ
iˤː	iˤː	2	◌i ◌ˤ ◌ː
ĩ	ĩ	62	◌i ◌̃
ĩã	ĩã	1	◌i ◌̃ ◌a ◌̃
ĩẽ	ĩẽ	1	◌i ◌̃ ◌e ◌̃
ĩõ	ĩõ	1	◌i ◌̃ ◌o ◌̃
ĩɛ̃ː	ĩɛ̃ː	1	◌i ◌̃ ◌ɛ ◌̃ ◌ː
ĩː	ĩː	27	◌i ◌̃ ◌ː
i̘	i̘	1	◌i ◌̘
i̞	i̞	4	◌i ◌̞
i̞ː	i̞ː	1	◌i ◌̞ ◌ː
ĩ̞	ĩ̞	2	◌i ◌̞ ◌̃
i̠	i̠	1	◌i ◌̠
i̤	i̤	8	◌i ◌̤
i̤a	i̤a	1	◌i ◌̤ ◌a
i̤ɐ	i̤ɐ	1	◌i ◌̤ ◌ɐ
i̤ː	i̤ː	2	◌i ◌̤ ◌ː
ĩ̤ː	ĩ̤ː	1	◌i ◌̤ ◌̃ ◌ː
i̯	i̯	22	◌i ◌̯
i̯a	i̯a	1	◌i ◌̯ ◌a
i̯a	ja	3	◌i ◌̯ ◌a
i̯aː	jaː	1	◌i ◌̯ ◌a ◌ː
i̯e	i̯e	2	◌i ◌̯ ◌e
i̯e	je	6	◌i ◌̯ ◌e
i̯ẽ	i̯ẽ	1	◌i ◌̯ ◌e ◌̃
i̯ẽ	jẽ	3	◌i ◌̯ ◌e ◌̃
i̯e̞	(i̯e̞)	1	◌i ◌̯ ◌e ◌̞
i̯i	ji	1	◌i ◌̯ ◌i
i̯o	jo	2	◌i ◌̯ ◌o
i̯oː	joː	1	◌i ◌̯ ◌o ◌ː
i̯u	ju	2	◌i ◌̯ ◌u
i̯uː	juː	1	◌i ◌̯ ◌u ◌ː
i̯æ	jæ	1	◌i ◌̯ ◌æ
i̯ɔ	jɔ	3	◌i ◌̯ ◌ɔ
i̯ɛ	i̯ɛ	1	◌i ◌̯ ◌ɛ
i̯ɛ	jɛ	3	◌i ◌̯ ◌ɛ
i̯ɛː	jɛː	1	◌i ◌̯ ◌ɛ ◌ː
i̯ɛ̃	jɛ̃	1	◌i ◌̯ ◌ɛ ◌̃
i̯ː	ii̯	1	◌i ◌̯ ◌ː
i̯ː	ij	1	◌i ◌̯ ◌ː
ĩ̯	ĩ̯	3	◌i ◌̯ ◌̃
ḭ	ḭ	3	◌i ◌̰
ḭː	ḭː	1	◌i ◌̰ ◌ː
i̽	i̽	1	◌i ◌̽
j	j	404	◌j
jʰ	jʰ	1	◌j ◌ʰ
jˀ	jˀ	1	◌j ◌ˀ
jː	jː	1	◌j ◌ː
j̃	j̃	3	◌j ◌̃
j̊	j̊	7	◌j ◌̊
k	k	372	◌k
kx	kx	3	◌k ◌x
kxʰː	kxːʰ	1	◌k ◌x ◌ʰ ◌ː
kxʼː	kxːʼ	2	◌k ◌x ◌ʼ ◌ː
kʰ	kʰ	241	◌k ◌ʰ
kʰː	kːʰ	1	◌k ◌ʰ ◌ː
kʲ	kʲ	18	◌k ◌ʲ
kʲʰ	kʰʲ	5	◌k ◌ʲ ◌ʰ
kʲʰ	kʲʰ	4	◌k ◌ʲ ◌ʰ
kʲʷ	kʷʲ	1	◌k ◌ʲ ◌ʷ
kʲʷʰ	kʰʷʲ	1	◌k ◌ʲ ◌ʷ ◌ʰ
kʲː	kʲː	1	◌k ◌ʲ ◌ː
kʷ	kʷ	24	◌k ◌ʷ
kʷʰ	kʰʷ	13	◌k ◌ʷ ◌ʰ
kʷʰ	kʷʰ	7	◌k ◌ʷ ◌ʰ
kʷʰː	kːʷʰ	1	◌k ◌ʷ ◌ʰ ◌ː
kʷː	kːʷ	2	◌k ◌ʷ ◌ː
kʼ	kʼ	43	◌k ◌ʼ
kʼ	k’	2	◌k ◌ʼ
kʼʲ	kʲʼ	4	◌k ◌ʼ ◌ʲ
kʼʲ	kʼʲ	1	◌k ◌ʼ ◌ʲ
kʼʲʷ	kʼʷʲ	1	◌k ◌ʼ ◌ʲ ◌ʷ
kʼʷ	kʷʼ	3	◌k ◌ʼ ◌ʷ
kʼʷ	kʼʷ	18	◌k ◌ʼ ◌ʷ
kʼʷ	k’ʷ	1	◌k ◌ʼ ◌ʷ
kʼʷː	kʼːʷ	1	◌k ◌ʼ ◌ʷ ◌ː
kʼː	kʼː	1	◌k ◌ʼ ◌ː
kː	kː	7	◌k ◌ː
kˤ	kˤ	1	◌k ◌ˤ
l	l	337	◌l
lʰ	lʰ	3	◌l ◌ʰ
lʱ	lʱ	2	◌l ◌ʱ
lʲ	(lʲ)	1	◌l ◌ʲ
lʲ	lʲ	34	◌l ◌ʲ
lʲʰ	lʲʰ	1	◌l ◌ʲ ◌ʰ
lʲː	lʲː	1	◌l ◌ʲ ◌ː
lː	lː	4	◌l ◌ː
lˠ	lˠ	1	◌l ◌ˠ
lˠ	ɫ	31	◌l ◌ˠ
lˠː	ɫː	1	◌l ◌ˠ ◌ː
lˤ	lˤ	3	◌l ◌ˤ
l̠ʲ	l̠ʲ	1	◌l ◌̠ ◌ʲ
l̥	l̥	51	◌l ◌̥
l̥ʲ	l̥ʲ	3	◌l ◌̥ ◌ʲ
l̥ʲː	l̥ʲː	1	◌l ◌̥ ◌ʲ ◌ː
l̥ː	l̥ː	2	◌l ◌̥ ◌ː
l̥ˠ	ɫ̥	1	◌l ◌̥ ◌ˠ
l̩	l̩	4	◌l ◌̩
l̪	l̪	29	◌l ◌̪
l̪ʱ	l̪ʱ	1	◌l ◌̪ ◌ʱ
l̪ʲ	l̪ʲ	3	◌l ◌̪ ◌ʲ
l̪ˠ	l̪ˠ	2	◌l ◌̪ ◌ˠ
l̪ˠ	ɫ̪	8	◌l ◌̪ ◌ˠ
l̪̥	l̪̊	1	◌l ◌̪ ◌̥
l̺	l̺	15	◌l ◌̺
l̺ˠ	ɫ̺	3	◌l ◌̺ ◌ˠ
l̻	l̻	6	◌l ◌̻
l̻ˠ	ɫ̻	1	◌l ◌̻ ◌ˠ
m	m	441	◌m
m	m 	1	◌m
mʰ	mʰ	4	◌m ◌ʰ
mʱ	mʱ	2	◌m ◌ʱ
mʲ	mʲ	29	◌m ◌ʲ
mʲː	mʲː	1	◌m ◌ʲ ◌ː
mʷ	mʷ	2	◌m ◌ʷ
mː	mː	4	◌m ◌ː
mˠ	mˠ	2	◌m ◌ˠ
mˤ	mˤ	5	◌m ◌ˤ
m̥	m̥	32	◌m ◌̥
m̥ʲ	m̥ʲ	2	◌m ◌̥ ◌ʲ
m̥ʲː	m̥ʲː	1	◌m ◌̥ ◌ʲ ◌ː
m̥ː	m̥ː	1	◌m ◌̥ ◌ː
m̩	m̩	6	◌m ◌̩
n	n	319	◌n
nʰ	nʰ	2	◌n ◌ʰ
nʱ	nʱ	2	◌n ◌ʱ
nʲ	(nʲ)	1	◌n ◌ʲ
nʲ	nʲ	28	◌n ◌ʲ
nʲː	nʲː	1	◌n ◌ʲ ◌ː
nː	nː	4	◌n ◌ː
nˠ	nˠ	1	◌n ◌ˠ
nˤ	nˤ	1	◌n ◌ˤ
n̠ʲ	n̠ʲ	1	◌n ◌̠ ◌ʲ
n̥	n̥	29	◌n ◌̥
n̥ʲ	n̥ʲ	1	◌n ◌̥ ◌ʲ
n̥ʲː	n̥ʲː	1	◌n ◌̥ ◌ʲ ◌ː
n̥ː	n̥ː	1	◌n ◌̥ ◌ː
n̩	n̩	3	◌n ◌̩
n̪	n̪	80	◌n ◌̪
n̪ʰ	n̪ʰ	1	◌n ◌̪ ◌ʰ
n̪ʱ	n̪ʱ	1	◌n ◌̪ ◌ʱ
n̪ʲ	n̪ʲ	5	◌n ◌̪ ◌ʲ
n̪ˠ	n̪ˠ	2	◌n ◌̪ ◌ˠ
n̪̥	n̪̊	1	◌n ◌̪ ◌̥
n̪̥	n̪̥	1	◌n ◌̪ ◌̥
n̪̩	n̪̩	1	◌n ◌̪ ◌̩
n̪̺	n̥̪	1	◌n ◌̪ ◌̺
n̪̺	n̺̪	1	◌n ◌̪ ◌̺
n̺	n̺	30	◌n ◌̺
n̻	n̻	11	◌n ◌̻
o	o	249	◌o
oa	oa	3	◌o ◌a
oä	oä	1	◌o ◌a ◌̈
oe	oe	3	◌o ◌e
oi	oi	16	◌o ◌i
oi̯	oi̯	5	◌o ◌i ◌̯
oi̯	oj	3	◌o ◌i ◌̯
ou	ou	13	◌o ◌u
ou̯	ou̯	6	◌o ◌u ◌̯
ou̯	ow	1	◌o ◌u ◌̯
oɑ	oɑ	1	◌o ◌ɑ
oɔ	oɔ	2	◌o ◌ɔ
oə	oə	2	◌o ◌ə
oʊ	oʊ	1	◌o ◌ʊ
oʊ̃	oʊ̃	1	◌o ◌ʊ ◌̃
oː	oː	112	◌o ◌ː
oːu	oːu	1	◌o ◌ː ◌u
oːu̯	oːu̯	2	◌o ◌ː ◌u ◌̯
oːː	oːː	1	◌o ◌ː ◌ː
oˑ	oˑ	1	◌o ◌ˑ
o˞	o˞	1	◌o ◌˞
oˤ	oˤ	2	◌o ◌ˤ
oˤː	oˤː	2	◌o ◌ˤ ◌ː
õ	õ	42	◌o ◌̃
õã	õã	1	◌o ◌̃ ◌a ◌̃
õi	õi	1	◌o ◌̃ ◌i
õi̯	õj	1	◌o ◌̃ ◌i ◌̯
õː	õː	19	◌o ◌̃ ◌ː
õːu	õːu	1	◌o ◌̃ ◌ː ◌u
ŏ	ŏ	1	◌o ◌̆
o̞	o̞	62	◌o ◌̞
o̞a	o̞a	1	◌o ◌̞ ◌a
o̞ä	o̞ä	1	◌o ◌̞ ◌a ◌̈
o̞i̯	o̞i̯	1	◌o ◌̞ ◌i ◌̯
o̞ː	o̞ː	20	◌o ◌̞ ◌ː
õ̞	õ̞	4	◌o ◌̞ ◌̃
o̞̙	o̞̙	1	◌o ◌̞ ◌̙
o̞̜	o̞̜	2	◌o ◌̞ ◌̜
o̞̜ː	o̞̜ː	1	◌o ◌̞ ◌̜ ◌ː
o̟ː	o̟ː	1	◌o ◌̟ ◌ː
o̤	o̤	6	◌o ◌̤
o̤ː	o̤ː	2	◌o ◌̤ ◌ː
o̯ä	o̯ä	1	◌o ◌̯ ◌a ◌̈
o̯ː	oo̯	1	◌o ◌̯ ◌ː
o̰	o̰	2	◌o ◌̰
p	p	382	◌p
pf	pf	2	◌p ◌f
pʰ	pʰ	241	◌p ◌ʰ
pʰː	pːʰ	1	◌p ◌ʰ ◌ː
pʲ	pʲ	27	◌p ◌ʲ
pʲʰ	pʲʰ	3	◌p ◌ʲ ◌ʰ
pʲː	pʲː	1	◌p ◌ʲ ◌ː
